id,key,value,type
254953304,created_by,JOSM,regular
254953314,created_by,JOSM,regular
254953330,created_by,JOSM,regular
254953340,created_by,JOSM,regular
254953353,created_by,JOSM,regular
254953390,created_by,JOSM,regular
254953421,created_by,JOSM,regular
254953473,created_by,JOSM,regular
254953487,created_by,JOSM,regular
254953506,created_by,JOSM,regular
254953515,created_by,JOSM,regular
254953548,created_by,JOSM,regular
254953578,created_by,JOSM,regular
254953593,created_by,JOSM,regular
254953620,created_by,JOSM,regular
254953640,created_by,JOSM,regular
254953649,created_by,JOSM,regular
254953660,created_by,JOSM,regular
254953732,created_by,JOSM,regular
254953764,created_by,JOSM,regular
254953781,created_by,JOSM,regular
255010286,highway,bus_stop,regular
255010286,operator,Dublin Bus,regular
255010286,created_by,Potlatch 0.8a,regular
255014597,created_by,JOSM,regular
255014602,created_by,JOSM,regular
255014613,created_by,JOSM,regular
255014622,created_by,JOSM,regular
255014640,created_by,JOSM,regular
255016749,bench,no,regular
255016749,bus,yes,regular
255016749,highway,bus_stop,regular
255016749,name,"College Green, Trinity College",regular
255016749,operator,Dublin Bus,regular
255016749,public_transport,platform,regular
255016749,ref,4521,regular
255016749,shelter,no,regular
255016749,tactile_paving,no,regular
255017447,bench,yes,regular
255017447,bus,yes,regular
255017447,covered,no,regular
255017447,highway,bus_stop,regular
255017447,operator,Dublin Bus,regular
255017447,public_transport,platform,regular
255017447,ref,2213,regular
255017447,shelter,yes,regular
255017447,tactile_paving,yes,regular
255018696,ref,764,regular
255018696,name,"Stillorgan Road, UCD (set-down)",regular
255018696,note,Set-down stop only for buses that terminate on UCD campus.,regular
255018696,bench,no,regular
255018696,covered,no,regular
255018696,highway,bus_stop,regular
255018696,shelter,no,regular
255018696,operator,Dublin Bus,regular
255018696,route_ref,39a,regular
255018696,public_transport,platform,regular
255046486,created_by,JOSM,regular
255167929,city,Dublin,addr
255167929,postal_district,D14,addr
255167929,street,Butterfield Avenue,addr
255167929,amenity,police,regular
255167929,name,Rathfarnham Garda Station,regular
255167929,operator,An Garda Síochána,regular
255171470,created_by,JOSM,regular
255173387,created_by,JOSM,regular
255178433,amenity,parking,regular
255179267,created_by,JOSM,regular
255179276,created_by,JOSM,regular
255179286,highway,traffic_signals,regular
255179286,traffic_signals,signal,regular
255179310,highway,turning_circle,regular
255315902,highway,crossing,regular
255329440,created_by,JOSM,regular
255329491,created_by,JOSM,regular
255329496,created_by,JOSM,regular
255329501,created_by,JOSM,regular
255329506,created_by,JOSM,regular
255329643,traffic_calming,table,regular
255329660,traffic_calming,table,regular
255329673,created_by,JOSM,regular
255425786,barrier,gate,regular
255716125,highway,turning_circle,regular
255716206,highway,turning_circle,regular
255716558,highway,turning_circle,regular
255894971,noexit,yes,regular
255895011,traffic_calming,hump,regular
255895190,highway,turning_circle,regular
255895306,highway,turning_circle,regular
255895415,highway,turning_circle,regular
255962305,highway,turning_circle,regular
255962625,highway,turning_circle,regular
255962916,highway,turning_circle,regular
255964027,highway,turning_circle,regular
255964198,highway,turning_circle,regular
255965088,traffic_calming,bump,regular
255973276,created_by,JOSM,regular
255973283,created_by,JOSM,regular
256011092,name,Sailing Club,regular
256084690,direction,clockwise,regular
256084690,highway,mini_roundabout,regular
256100517,fee,yes,regular
256100517,amenity,parking,regular
256100517,parking,underground,regular
256100517,operator,Q-Park,regular
256100517,park_ride,yes,regular
256112342,barrier,gate,regular
256153027,created_by,JOSM,regular
256171116,highway,traffic_signals,regular
256171116,crossing,traffic_signals,regular
256258286,name,The Clubhouse,regular
256258286,amenity,pub,regular
256359324,created_by,JOSM,regular
256359332,created_by,JOSM,regular
256359338,created_by,JOSM,regular
256522445,created_by,JOSM,regular
256880032,gay,yes,regular
256880032,name,The Front Lounge,regular
256880032,note,This is the same establishment as the Back Lounge nearby,regular
256880032,amenity,pub,regular
256880032,website,http://www.thefrontlounge.ie,regular
256880032,city,Dublin,addr
256880032,wheelchair,limited,regular
256880032,street,Parliament Street,addr
256880032,country,IE,addr
256880032,email,info@thefrontlounge.ie,contact
256880032,phone,+353 1 670 4112,contact
256880032,twitter,https://twitter.com/frontlounge,contact
256880032,facebook,frontlounge,contact
257038785,highway,turning_circle,regular
257168560,amenity,post_box,regular
257168560,operator,An Post,regular
257168560,drive_through,no,regular
257287069,highway,turning_circle,regular
257288489,highway,turning_circle,regular
257294610,highway,mini_roundabout,regular
257294610,direction,clockwise,regular
257457011,created_by,JOSM,regular
257819118,access,private,regular
257819118,barrier,gate,regular
257928346,barrier,gate,regular
258069176,highway,turning_circle,regular
258069237,barrier,gate,regular
258069284,access,private,regular
258069284,barrier,gate,regular
258075619,highway,turning_circle,regular
258075809,access,private,regular
258075809,barrier,gate,regular
259552573,name,Patrick Kavanagh,regular
259552573,tourism,artwork,regular
259552573,artist_name,John Coll,regular
259552573,artwork_type,sculpture,regular
259769163,traffic_calming,hump,regular
260022251,traffic_calming,hump,regular
260032860,barrier,gate,regular
260096686,created_by,JOSM,regular
260096692,created_by,JOSM,regular
260167215,crossing,zebra,regular
260167215,highway,crossing,regular
260167463,barrier,gate,regular
260275582,barrier,gate,regular
260275633,barrier,gate,regular
260280100,created_by,JOSM,regular
260280149,created_by,JOSM,regular
260649224,highway,turning_circle,regular
260649252,highway,turning_circle,regular
260649298,barrier,gate,regular
260649298,created_by,JOSM,regular
260649317,highway,turning_circle,regular
260649326,created_by,JOSM,regular
260649364,created_by,JOSM,regular
260649391,barrier,gate,regular
260649481,created_by,JOSM,regular
260649508,highway,crossing,regular
260649540,highway,turning_circle,regular
260649638,created_by,JOSM,regular
260649647,created_by,JOSM,regular
260649656,created_by,JOSM,regular
260649664,created_by,JOSM,regular
260657499,barrier,gate,regular
260804289,created_by,JOSM,regular
260804298,created_by,JOSM,regular
260804309,created_by,JOSM,regular
260804319,created_by,JOSM,regular
260804328,created_by,JOSM,regular
260804339,created_by,JOSM,regular
260804348,created_by,JOSM,regular
260804357,created_by,JOSM,regular
260804367,created_by,JOSM,regular
260804381,created_by,JOSM,regular
260804390,created_by,JOSM,regular
260804399,created_by,JOSM,regular
260804409,created_by,JOSM,regular
260804418,created_by,JOSM,regular
260804428,created_by,JOSM,regular
260804437,created_by,JOSM,regular
260804448,created_by,JOSM,regular
260804456,created_by,JOSM,regular
260804463,created_by,JOSM,regular
260804471,created_by,JOSM,regular
260804476,created_by,JOSM,regular
260804483,created_by,JOSM,regular
260804489,created_by,JOSM,regular
260804495,created_by,JOSM,regular
260804501,created_by,JOSM,regular
260804507,created_by,JOSM,regular
260804512,created_by,JOSM,regular
260804518,created_by,JOSM,regular
260804524,created_by,JOSM,regular
260804529,created_by,JOSM,regular
260804536,created_by,JOSM,regular
260804541,created_by,JOSM,regular
260804547,created_by,JOSM,regular
260804552,created_by,JOSM,regular
260804559,created_by,JOSM,regular
260804564,created_by,JOSM,regular
260804570,created_by,JOSM,regular
260804578,created_by,JOSM,regular
260804583,created_by,JOSM,regular
260804589,created_by,JOSM,regular
260804595,created_by,JOSM,regular
260804602,created_by,JOSM,regular
260804610,created_by,JOSM,regular
260804617,created_by,JOSM,regular
260804623,created_by,JOSM,regular
260804628,created_by,JOSM,regular
260804634,created_by,JOSM,regular
260804639,created_by,JOSM,regular
260804645,created_by,JOSM,regular
262894911,created_by,JOSM,regular
262894923,created_by,JOSM,regular
263061509,highway,turning_circle,regular
263062555,highway,turning_circle,regular
263062567,highway,turning_circle,regular
263062610,highway,turning_circle,regular
263062635,highway,turning_circle,regular
263366023,amenity,post_box,regular
263366023,operator,An Post,regular
263367948,amenity,citizens_information,regular
263367948,created_by,Potlatch 0.9,regular
264588162,traffic_calming,bump,regular
264793392,created_by,JOSM,regular
264798272,created_by,JOSM,regular
264798277,created_by,JOSM,regular
264798302,created_by,JOSM,regular
264798307,created_by,JOSM,regular
264798315,created_by,JOSM,regular
264798320,created_by,JOSM,regular
264798325,created_by,JOSM,regular
265980307,traffic_calming,bump,regular
266381586,highway,turning_circle,regular
266820013,created_by,JOSM,regular
266993434,created_by,JOSM,regular
266993445,created_by,JOSM,regular
266993457,created_by,JOSM,regular
266996691,traffic_calming,table,regular
266998542,created_by,JOSM,regular
266998547,created_by,JOSM,regular
266998552,created_by,JOSM,regular
266999894,highway,give_way,regular
267002390,created_by,JOSM,regular
267004052,created_by,JOSM,regular
267004421,created_by,JOSM,regular
267008968,created_by,JOSM,regular
267008973,created_by,JOSM,regular
267008979,created_by,JOSM,regular
267008984,created_by,JOSM,regular
267009000,created_by,JOSM,regular
267009007,created_by,JOSM,regular
267009017,created_by,JOSM,regular
267009025,created_by,JOSM,regular
267427746,highway,traffic_signals,regular
267888758,created_by,JOSM,regular
269059292,highway,turning_circle,regular
269182369,highway,turning_circle,regular
269194781,amenity,post_box,regular
269194781,operator,An Post,regular
269224547,barrier,gate,regular
269224547,bicycle,yes,regular
269224547,foot,yes,regular
269224547,motorcar,yes,regular
269224547,motorcycle,yes,regular
269230001,traffic_calming,bump,regular
269920212,name,Molly's,regular
269920212,tourism,hotel,regular
269920217,highway,bus_stop,regular
269920217,operator,Dublin Bus,regular
269920217,created_by,JOSM,regular
271181077,bus,yes,regular
271181077,highway,bus_stop,regular
271181077,operator,Dublin Bus,regular
271181077,public_transport,platform,regular
271998848,note,yes this mini-roundabout connects only 2 roads,regular
271998848,highway,mini_roundabout,regular
271998848,direction,clockwise,regular
273148389,highway,bus_stop,regular
273148389,operator,Dublin Bus,regular
273148389,wheelchair,yes,regular
273250188,highway,give_way,regular
274273248,barrier,bollard,regular
274971763,access,private,regular
274971763,barrier,lift_gate,regular
275520278,highway,turning_circle,regular
275520289,highway,turning_circle,regular
275520298,highway,turning_circle,regular
276799431,amenity,post_box,regular
276799431,operator,An Post,regular
277001435,created_by,JOSM,regular
278522162,foot,yes,regular
278522162,barrier,gate,regular
278522162,bicycle,no,regular
278842439,barrier,gate,regular
278842455,name,Royal Fusiliers' Arch,regular
278842455,note,memorial to the Royal Dublin Fusiliers,regular
278842455,source,survey,regular
278842455,barrier,gate,regular
278842455,alt_name,Traitors' Gate,regular
278842455,historic,monument,regular
278846278,name,Constance Markievicz,regular
278846278,historic,monument,regular
278846286,name,Mangan,regular
278846286,historic,monument,regular
278857890,name,Club M,regular
278857890,amenity,nightclub,regular
278911277,highway,turning_circle,regular
278911485,highway,turning_circle,regular
279042310,bus,yes,regular
279042310,name,"Drumcondra Road, Home Farm Road",regular
279042310,bench,yes,regular
279042310,highway,bus_stop,regular
279042310,shelter,yes,regular
279042310,operator,Dublin Bus,regular
279042310,tactile_paving,yes,regular
279042310,public_transport,platform,regular
279042316,name,ABC House B&B,regular
279042316,tourism,guest_house,regular
279042316,created_by,Potlatch 0.9c,regular
279363879,name,Thunder Road Cafe,regular
279363879,amenity,restaurant,regular
279364763,name,Ha'penny Bridge Inn,regular
279364763,amenity,pub,regular
279654431,highway,give_way,regular
279912235,name,Discover Ireland Centre,regular
279912235,phone,+353 1 6057700,regular
279912235,tourism,information,regular
279912235,website,http://www.discoverireland.ie/Activities-Adventure/dublin-discover-ireland-centre-o-connell-street/48292,regular
279912235,operator,Fáilte Ireland,regular
279912235,city,Dublin,addr
279912235,street,O'Connell Street Upper,addr
279912235,information,office,regular
279912235,opening_hours,Mo-Sa 09:00-17:00,regular
279912235,housenumber,14,addr
279920366,amenity,post_box,regular
279920366,operator,An Post,regular
279920366,drive_through,no,regular
279923815,ref,13,regular
279923815,name,High Street,regular
279923815,highway,bus_stop,regular
279923815,operator,Dublin Tour,regular
279924687,barrier,gate,regular
279924687,opening_hours,08:00-18:30,regular
279926554,barrier,gate,regular
279926554,opening_hours,08:00-18:30,regular
280102164,highway,turning_circle,regular
280123230,highway,traffic_signals,regular
280123230,crossing,traffic_signals,regular
280123240,name,Gate 2,regular
280123240,barrier,gate,regular
280123261,barrier,gate,regular
280123267,highway,traffic_signals,regular
280123267,crossing,traffic_signals,regular
280180344,power,tower,regular
280374451,traffic_calming,bump,regular
280588745,traffic_calming,table,regular
280798682,highway,mini_roundabout,regular
280798682,direction,clockwise,regular
281070698,highway,turning_circle,regular
281174254,name,Spar,regular
281174254,shop,convenience,regular
281174254,wheelchair,yes,regular
281174254,street,Hanover Quay,addr
281197288,city,Dublin,addr
281197288,postal_district,D12,addr
281197288,street,Park West Avenue,addr
281197288,name,Park West and Cherry Orchard,regular
281197288,ga,Páirc an Iarthair agus Gort na Silíní,name
281197288,network,Dublin Commuter,regular
281197288,operator,Irish Rail,regular
281197288,railway,station,regular
281248696,highway,turning_circle,regular
281264464,highway,crossing,regular
281264464,crossing,traffic_signals,regular
281433129,highway,turning_circle,regular
281437097,highway,turning_circle,regular
281828254,name,Applegreen Rathcoole,regular
281828254,amenity,fuel,regular
281828254,operator,Applegreen,regular
282342105,name,The Wind Jammer,regular
282342105,amenity,pub,regular
282342105,city,Dublin,addr
282342105,street,Lombard Street East,addr
282342105,country,IE,addr
282342105,housenumber,18,addr
282544307,highway,turning_circle,regular
282730233,highway,turning_circle,regular
282730608,highway,turning_circle,regular
282730765,highway,turning_circle,regular
282735954,highway,turning_circle,regular
282916315,amenity,recycling,regular
282916315,glass,yes,recycling
282916315,clothes,yes,recycling
282969385,name,Little Caeser's,regular
282969385,amenity,restaurant,regular
282975169,amenity,post_box,regular
282975169,operator,An Post,regular
282975169,drive_through,no,regular
283230150,highway,turning_circle,regular
286032219,highway,turning_circle,regular
286032319,highway,turning_circle,regular
286034067,barrier,gate,regular
286040744,highway,turning_circle,regular
286308282,traffic_calming,bump,regular
286369017,highway,mini_roundabout,regular
286493784,highway,turning_circle,regular
286493924,highway,turning_circle,regular
286494474,highway,turning_circle,regular
286495521,highway,turning_circle,regular
286807229,power,tower,regular
287094912,traffic_calming,hump,regular
287394960,highway,mini_roundabout,regular
287394960,direction,clockwise,regular
287395144,traffic_calming,hump,regular
287395975,highway,turning_circle,regular
287646071,street,Clanmawr,addr
287646071,housenumber,14,addr
288078009,street,Grangebrook Avenue,addr
288078009,housenumber,31,addr
288078016,street,Grangebrook Avenue,addr
288078016,housenumber,89,addr
288078021,street,Grangebrook Avenue,addr
288078021,housenumber,48,addr
288078028,street,Grangebrook Avenue,addr
288078028,housenumber,58,addr
288827612,highway,turning_circle,regular
288835260,name,The Rutland Centre,regular
288835260,created_by,Potlatch 0.10b,regular
289078182,housenumber,24,addr
289121485,street,Corbawn Wood,addr
289121485,housenumber,167,addr
289121575,street,Corbawn Grove,addr
289121575,housenumber,2,addr
289331492,created_by,JOSM,regular
289331552,created_by,JOSM,regular
289331557,created_by,JOSM,regular
289331594,highway,stop,regular
289331704,created_by,JOSM,regular
289331819,created_by,JOSM,regular
289467962,aeroway,helipad,regular
289467962,created_by,Potlatch 0.10b,regular
289862719,highway,turning_circle,regular
290247544,barrier,gate,regular
290249244,name,Orlagh Retreat Centre,regular
290249244,amenity,place_of_worship,regular
290249244,religion,christian,regular
290258963,highway,traffic_signals,regular
290261235,highway,turning_circle,regular
290347220,traffic_calming,bump,regular
290347745,traffic_calming,table,regular
290679198,barrier,gate,regular
290756280,fixme,Location?,regular
290756280,amenity,post_box,regular
290756280,operator,An Post,regular
290756280,drive_through,no,regular
291409301,traffic_calming,hump,regular
291411016,highway,turning_circle,regular
291413984,highway,turning_circle,regular
291415783,highway,turning_circle,regular
291416350,amenity,bicycle_parking,regular
291661252,highway,turning_circle,regular
291661564,highway,mini_roundabout,regular
291661564,direction,clockwise,regular
291661603,highway,mini_roundabout,regular
291661603,direction,clockwise,regular
291661706,traffic_calming,bump,regular
291661851,highway,turning_circle,regular
291776562,name,Bagel Bar,regular
291776562,amenity,cafe,regular
292044628,highway,traffic_signals,regular
292044628,crossing,traffic_signals,regular
292068130,highway,traffic_signals,regular
292167490,highway,crossing,regular
292170196,housenumber,185,addr
292170196,street,Parnell Street,addr
292170196,name,Cycleways,regular
292170196,shop,bicycle,regular
292170196,website,http://www.cycleways.com/store/,regular
292222121,highway,turning_circle,regular
292362861,traffic_calming,hump,regular
292362958,highway,turning_circle,regular
292363194,barrier,gate,regular
292365522,name,AIB Bank,regular
292365522,amenity,bank,regular
292365522,created_by,Potlatch 0.10b,regular
292413164,highway,turning_circle,regular
292495152,highway,turning_circle,regular
292496535,highway,turning_circle,regular
292603661,street,Clanmawr,addr
292603661,housenumber,22,addr
292604564,street,Clanmawr,addr
292604564,housenumber,19,addr
292802387,traffic_calming,hump,regular
292803312,highway,turning_circle,regular
292803962,highway,turning_circle,regular
293122300,barrier,gate,regular
293721569,barrier,gate,regular
293730155,highway,turning_circle,regular
293809465,highway,turning_circle,regular
293809815,highway,turning_circle,regular
294238503,barrier,gate,regular
294792584,name,Lanesfort Castle,regular
294792584,ruins,yes,regular
294792584,historic,castle,regular
294918509,barrier,gate,regular
295514387,highway,turning_circle,regular
295516518,highway,mini_roundabout,regular
295516518,direction,clockwise,regular
295516536,traffic_calming,bump,regular
295516544,traffic_calming,bump,regular
295896662,foot,yes,regular
295896662,barrier,bump_gate,regular
296134789,highway,turning_circle,regular
296154289,highway,turning_circle,regular
296229026,traffic_calming,bump,regular
296895281,highway,turning_circle,regular
296896444,highway,turning_circle,regular
296896944,noexit,yes,regular
297388136,traffic_calming,bump,regular
297477453,amenity,post_box,regular
297477453,operator,An Post,regular
297578778,highway,turning_circle,regular
298085721,name,Four Angels Fountain,regular
298085721,amenity,fountain,regular
298085721,artist_name,Edward Delaney,regular
298375713,railway,level_crossing,regular
298514836,amenity,atm,regular
298514836,operator,Bank of Ireland,regular
298514836,EUR,yes,currency
298514836,drive_through,no,regular
298526706,amenity,atm,regular
298530412,name,Re,regular
298530412,amenity,fuel,regular
298530412,en,Re,name
298537260,highway,turning_circle,regular
298543130,highway,turning_circle,regular
298606807,highway,turning_circle,regular
298606817,highway,turning_circle,regular
298606822,highway,turning_circle,regular
298720610,barrier,gate,regular
298720610,name,Saint James' Gate,regular
298720610,zh,圣杰姆斯门,name
298720610,tourism,attraction,regular
298721803,name,The Old Harbour,regular
298721803,amenity,pub,regular
299224403,name,Eagle House - Vaughan's,regular
299224403,amenity,pub,regular
299224403,city,Dublin 6,addr
299224403,street,Terenure Road North,addr
299224403,housenumber,105-107,addr
300120353,highway,turning_circle,regular
300120875,highway,turning_circle,regular
300247464,name,Pat Igoe,regular
300247464,shop,car,regular
300247464,phone,+353-1-4508514,regular
300290443,name,Blackchurch Inn & Restaurant,regular
300290443,amenity,restaurant,regular
300735211,traffic_calming,hump,regular
300742433,amenity,post_box,regular
300742433,operator,An Post,regular
300742433,drive_through,no,regular
300838937,highway,turning_circle,regular
300839485,barrier,bollard,regular
301656500,highway,turning_circle,regular
301715081,highway,turning_circle,regular
301803740,highway,turning_circle,regular
301804356,highway,turning_circle,regular
301805148,highway,turning_circle,regular
301823757,traffic_calming,hump,regular
301824591,highway,turning_circle,regular
301829321,highway,turning_circle,regular
301829920,highway,turning_circle,regular
301830179,highway,turning_circle,regular
301832733,highway,turning_circle,regular
301833883,highway,turning_circle,regular
301838639,traffic_calming,table,regular
301839234,highway,turning_circle,regular
301839981,highway,turning_circle,regular
302026025,highway,mini_roundabout,regular
302026025,direction,clockwise,regular
302878092,highway,mini_roundabout,regular
302878092,direction,clockwise,regular
303712947,barrier,gate,regular
303968050,name,Padraig Pearse,regular
303968050,amenity,pub,regular
303968050,entrance,main,regular
303968050,city,Dublin,addr
303968050,street,Pearse Street,addr
303968050,housenumber,81,addr
304699305,traffic_calming,cushion,regular
304699443,traffic_calming,cushion,regular
305239957,highway,turning_circle,regular
305240607,highway,turning_circle,regular
305241240,highway,mini_roundabout,regular
305241240,direction,clockwise,regular
305242389,traffic_calming,yes,regular
305247481,traffic_calming,hump,regular
305247748,traffic_calming,bump,regular
305252219,highway,turning_circle,regular
305255057,highway,turning_circle,regular
305255218,highway,turning_circle,regular
305303892,amenity,atm,regular
305313396,name,The Bakery,regular
305313396,shop,bakery,regular
305313396,city,Dublin,addr
305313396,street,Essex Street West,addr
305313396,housename,Pudding Row,addr
307478696,highway,traffic_signals,regular
307861641,amenity,telephone,regular
309051599,ref,2916,regular
309051599,name,Bushy Park Road,regular
309051599,bench,no,regular
309051599,highway,bus_stop,regular
309051599,shelter,no,regular
309051599,operator,Dublin Bus,regular
309051599,tactile_paving,no,regular
310407193,name,Ukiyo Bar,regular
310407193,phone,+353 1 6334071,regular
310407193,amenity,restaurant,regular
310407193,cuisine,japanese,regular
310407193,website,http://www.ukiyobar.com/,regular
310407193,street,Exchequer Street,addr
310407193,housenumber,7-9,addr
310408465,name,The Market Bar,regular
310408465,phone,+353 1 6139094,regular
310408465,amenity,restaurant,regular
310408465,cuisine,tapas,regular
310408465,website,http://www.marketbar.ie/,regular
310408465,city,Dublin,addr
310408465,street,Fade Street,addr
310408465,opening_hours,"Mo-Th 12:00-23:30, Fr-Sa 12:00-01:30, Su 12:00-23:00",regular
310408465,housenumber,14a,addr
310475349,highway,turning_circle,regular
310485806,ref,4a,regular
310485806,name,Dodsboro,regular
310485806,source,survey,regular
310485806,exit_to,(L1018) Dodsboro,regular
310485806,highway,motorway_junction,regular
311012634,amenity,bench,regular
311097987,street,Parnell Street,addr
311097987,amenity,cinema,regular
311097987,name,Cineworld,regular
311097987,phone,1520-880-444,regular
311097987,wheelchair,yes,toilets
311097987,website,http://www.cineworld.ie,regular
311097987,wheelchair,yes,regular
311195588,name,Core Credit Union,regular
311195588,amenity,credit_union,regular
311195588,city,Shankill,addr
311195588,county,Dublin,addr
311195588,street,Main Street,addr
311197910,shop,convenience,regular
311197910,operator,Spar,regular
311197910,street,Dublin Road,addr
311298974,name,Maplin,regular
311298974,shop,electronics,regular
311298974,phone,+353-1-878-2800,regular
311298974,website,http://www.maplin.ie/,regular
311298974,wheelchair,limited,regular
311298974,street,Jervis Street,addr
311298974,opening_hours,Mo-We 09:00-19:00; Th 09:00-20:00; Fr-Sa 09:00-19:00; Su 12:00-18:00,regular
311298974,housenumber,1-4,addr
311857281,traffic_calming,bump,regular
311994034,name,The Bakehouse,regular
311994034,amenity,cafe,regular
311994034,cuisine,coffee_shop,regular
311994034,smoking,no,regular
311994034,website,http://www.the-bakehouse.ie/,regular
311994034,city,Dublin 2,addr
311994034,street,Camden Street Upper,addr
312058953,highway,turning_circle,regular
312059577,highway,turning_circle,regular
312560445,traffic_calming,hump,regular
312566081,name,John Clarke and Sons,regular
312566081,amenity,pub,regular
312566081,street,Bridge Street,addr
312569618,name,Shelbourne Pharmacy,regular
312569618,amenity,pharmacy,regular
312569618,street,Irishtown Road,addr
312574900,food,yes,regular
312574900,name,Ryans Sandymount House,regular
312574900,amenity,pub,regular
312574900,street,Seafort Avenue,addr
312576639,name,Paddy Cullen,regular
312576639,amenity,pub,regular
312576639,street,Merrion Road,addr
312577870,city,Dublin,addr
312577870,postal_district,D04,addr
312577870,street,Shelbourne Road,addr
312577870,amenity,post_office,regular
312577870,name,Ballsbridge Post Office,regular
312577870,operator,An Post,regular
312818958,name,Celbridge Post Office,regular
312818958,amenity,post_office,regular
312818958,operator,An Post,regular
312818958,city,Celbridge,addr
312818958,street,Main Street,addr
313559299,traffic_calming,hump,regular
313559521,traffic_calming,hump,regular
313911985,barrier,gate,regular
315580831,barrier,stile,regular
316124596,highway,turning_circle,regular
316126406,highway,turning_circle,regular
316423591,amenity,school,regular
316825437,highway,turning_circle,regular
317551790,highway,turning_circle,regular
317955379,day_on,saturday,regular
317955379,barrier,gate,regular
317955379,day_off,sunday,regular
317955379,created_by,Merkaartor 0.12,regular
318364784,historic,archaeological_site,regular
318364784,name,Killakee Wedge Tomb,regular
318364784,site_type,megalith,regular
318651747,access,permissive,regular
318651747,barrier,toll_booth,regular
319029805,highway,turning_circle,regular
319092475,highway,turning_circle,regular
319098799,highway,turning_circle,regular
319161752,highway,turning_circle,regular
319217307,traffic_calming,bump,regular
319217318,created_by,Merkaartor 0.12,regular
319362839,highway,mini_roundabout,regular
319362839,direction,clockwise,regular
319365897,highway,stop,regular
319370864,amenity,post_box,regular
319370864,operator,An Post,regular
319371350,highway,give_way,regular
319379755,highway,crossing,regular
319502671,traffic_calming,bump,regular
319529765,ref,3989,regular
319529765,name,"Station Road, Louisa Bridge Station",regular
319529765,bench,no,regular
319529765,highway,bus_stop,regular
319529765,shelter,yes,regular
319529765,operator,Dublin Bus,regular
319529765,route_ref,66;66x,regular
319529765,url,http://www.transportforireland.ie/transitData/PT_Data.html,source
319529765,tactile_paving,yes,regular
319529765,public_transport,platform,regular
319529813,ref,3986,regular
319529813,name,"Maynooth Road, Intel Entrance 1",regular
319529813,highway,bus_stop,regular
319529813,operator,Dublin Bus,regular
319529813,url,http://www.transportforireland.ie/transitData/PT_Data.html,source
319529813,public_transport,platform,regular
319531896,access,no,regular
319531896,barrier,gate,regular
319702090,traffic_calming,bump,regular
319702160,traffic_calming,bump,regular
319703050,access,permissive,regular
319703050,barrier,toll_booth,regular
319980636,highway,turning_circle,regular
320023042,traffic_calming,bump,regular
320025562,traffic_calming,bump,regular
320025569,highway,give_way,regular
320027202,traffic_calming,bump,regular
320027246,traffic_calming,bump,regular
320027269,highway,turning_circle,regular
320027277,highway,turning_circle,regular
320027294,highway,mini_roundabout,regular
320027294,direction,clockwise,regular
320029197,traffic_calming,bump,regular
320029205,traffic_calming,bump,regular
320029248,highway,turning_circle,regular
320034256,traffic_calming,bump,regular
320034307,traffic_calming,bump,regular
320034353,highway,turning_circle,regular
320034413,amenity,post_box,regular
320034413,operator,An Post,regular
320036655,highway,turning_circle,regular
320092410,highway,traffic_signals,regular
321837000,traffic_calming,bump,regular
321857992,access,private,regular
321857992,barrier,lift_gate,regular
321867588,access,private,regular
321867588,barrier,lift_gate,regular
322100001,street,Cluain na Greine Court,addr
322100001,housenumber,10,addr
322100017,street,Aubrey Park,addr
322100017,housenumber,5,addr
322100027,street,Aubrey Park,addr
322100027,housenumber,13,addr
322100046,housenumber,20,addr
322520614,name,Howth Lighthouse,regular
322520614,source,US NGA Pub. 114. 2011-05-26.,regular
322520614,man_made,lighthouse,regular
322520614,name,Howth,seamark
322520614,type,light_major,seamark
322520614,light:1:group,2,seamark
322520614,light:1:range,12,seamark
322520614,light:2:group,2,seamark
322520614,light:2:range,9,seamark
322520614,light:1:colour,white,seamark
322520614,light:1:height,13,seamark
322520614,light:1:period,7.5,seamark
322520614,light:2:colour,red,seamark
322520614,light:2:height,13,seamark
322520614,light:2:period,7.5,seamark
322520614,light:reference,A 5900,seamark
322520614,light:1:sequence,"0.7+(1.3),0.7+(4.8)",seamark
322520614,light:2:sequence,"0.7+(1.3),0.7+(4.8)",seamark
322520614,light:1:character,Fl,seamark
322520614,light:2:character,Fl,seamark
322520614,light:1:sector_end,295,seamark
322520614,light:2:sector_end,256,seamark
322520614,light:1:sector_start,256,seamark
322520614,light:2:sector_start,295,seamark
322563613,barrier,gate,regular
322579102,street,Eaton Brae,addr
322579102,housenumber,3,addr
322579119,street,Eaton Brae,addr
322579119,housename,Eaton Brae House,addr
322579137,street,Eaton Brae,addr
322579137,housename,Pinetops,addr
322579137,housenumber,12,addr
322579168,street,Eaton Brae,addr
322579168,housename,Kilcarrig,addr
322579168,housenumber,7,addr
322590316,street,Corbawn Lane,addr
322590316,housenumber,3,addr
322590341,street,Corbawn Avenue,addr
322590341,housenumber,11,addr
322590352,street,Corbawn Avenue,addr
322590352,housenumber,17,addr
322590461,street,Corbawn Avenue,addr
322590461,housenumber,24,addr
322590466,street,Seafield,addr
322590466,housenumber,5,addr
322590471,street,Seafield,addr
322590471,housenumber,1,addr
322684089,highway,turning_circle,regular
322687339,highway,turning_circle,regular
322687479,highway,turning_circle,regular
322692300,highway,mini_roundabout,regular
322692300,direction,clockwise,regular
322697963,highway,turning_circle,regular
322701378,name,Topaz,regular
322701378,amenity,fuel,regular
